stemmed_text;Score;Sentiment
['a', 'yau', 'fasahar', 'artificial', 'intelligence', 'ai', 'tana', 'sauya', 'yadda', 'muka', 'rayuwa', 'dah', 'aiki', 'don', 'matashi', 'kok', 'duk', 'wanda', 'yake', 'son', 'fara', 'sana', 'a', 'akwai', 'bukatar', 'fahimtar', 'yadda', 'saja', 'a', 'yi', 'amfani', 'dah', 'ai', 'domin', 'samun', 'ci', 'gaba', 'pm'];-2;Negatif
['kita', 'juga', 'harus', 'kuasa', 'artificial', 'intelligence', 'atau', 'cerdas', 'buat', 'sementara', 'itu', 'abang', 'melon', 'dan', 'huang'];-1;Negatif
['ia', 'juga', 'sorot', 'penting', 'adaptasi', 'hadap', 'kembang', 'teknologi', 'baru', 'seperti', 'artificial', 'intelligence', 'ai', 'dalam', 'industri', 'musik', 'kemenkum', 'jabar', 'asep', 'sutandar'];4;Positif
['monev', 'kip', 'akan', 'guna', 'teknologi', 'artificial', 'intelligence', 'dalam', 'proses', 'nilai', 'dengan', 'langkah', 'ini', 'kita', 'harap', 'indonesia', 'makin', 'buka', 'dan', 'akuntabel', 'transparansibpom', 'ppidbpom', 'monevkip', 'transparansipublik', 'bpominformatif'];6;Positif
['takeshi', 'gena', 'v', 'ninja', 'part', 'cyberpunk', 'tattoo', 'yakuza', 'ninja', 'artificial', 'intelligence', 'hologram', 'weapon', 'sword', 'assassin', 'anima', 'netflix'];0;Netral
['the', 'next', 'evolution', 'of', 'ai', 'belongs', 'tapi', 'humanity', 'sentient', 'thread', 'ini', 'urdu', 'artificial', 'intelligence', 'ki', 'daur', 'shuru', 'ho', 'chuki', 'hai', 'sawal', 'yeh', 'hai', 'kaya', 'agi', 'sirf', 'chand', 'companies', 'ke', 'paas', 'qaid', 'hogi', 'ya', 'insaaniyat', 'ke', 'liye', 'khuli', 'hogi', 'sentientagi'];2;Positif
['sobat', 'nusantara', 'bayang', 'tidak', 'kalau', 'teknologi', 'ai', 'bisa', 'collab', 'sama', 'bangkit', 'listrik', 'di', 'pln', 'nusantara', 'power', 'kami', 'pakai', 'artificial', 'intelligence', 'ai', 'buat', 'bikin', 'bangkit', 'makin', 'cerdas', 'lho'];2;Positif
['premium', 'openai', 'origami', 'tshirt'];1;Positif
['meta', 'umum', 'al', 'yang', 'mampu', 'ajar', 'mandiri', 'tanpa', 'bantu', 'manusia', 'jadi', 'langkah', 'awal', 'tuju', 'artificial', 'super', 'intelligence', 'asi', 'meta', 'ai', 'markzuckerberg', 'teknologi', 'tech'];1;Positif
['buku', 'sains', 'genesis', 'artificial', 'intelligence', 'harap', 'dan', 'masa', 'depan', 'umat', 'manusia', 'pati', 'pajak', 'mahasiswa'];2;Positif
['gmgn', 'kol', 'buy', 'agi', 'kol', 'inflowk', 'sol', 'kol', 'buysell', 'agiartificial', 'gooning', 'intelligence', 'jhtgtdjzemipsfvthufhrjyuhdzsmqxgqz'];0;Netral
['araitulaki', 'artificial', 'intelligence', 'ya', 'jujur', 'bang'];1;Positif
['sobat', 'nusantara', 'bayang', 'tidak', 'kalau', 'teknologi', 'ai', 'bisa', 'collab', 'sama', 'bangkit', 'listrik', 'di', 'pln', 'nusantara', 'power', 'kami', 'pakai', 'artificial', 'intelligence', 'ai', 'buat', 'bikin', 'bangkit', 'makin', 'cerdas', 'lho', 'pln', 'plnnp', 'plnnusantarapower', 'empoweringnusantara', 'gobeyondpower'];2;Positif
['fitur', 'ini', 'manfaat', 'teknologi', 'cerdas', 'buat', 'artificial', 'intelligenceai', 'untuk', 'bantu', 'guna', 'cari', 'tiket', 'pesawat', 'murah'];1;Positif
['mafutar', 'arewa', 'a', 'yau', 'a', 'gobe', 'asabar', 'insha', 'allah', 'saja', 'mu', 'tattauna', 'kan', 'yadda', 'saja', 'kak', 'gina', 'sana', 'arka', 'a', 'zamanin', 'artificial', 'intelligence', 'ai', 'matasa', 'daliban', 'ilimi', 'dah', 'yan', 'kasuwa', 'wannan', 'naku', 'ini', 'comradeai', 'nalhatnabila', 'itzscholar', 'dah', 'kuma', 'itzsmils', 'zasu', 'mana', 'bayan', 'yadda', 'ake'];-3;Negatif
['as', 'salaamu', 'alaikum', 'today', 'si', 'khutbah', 'by', 'imam', 'faheem', 'fahlitobrigante'];1;Positif
['artificial', 'intelligence', 'learning', 'tempat', 'tempat', 'amat', 'keras', 'memang', 'bunian', 'ia', 'skala', 'gergasi', 'tak', 'pun', 'saiz', 'biasa', 'tapi', 'amat', 'seram', 'im', 'warming', 'up', 'a', 'bit', 'for', 'my', 'weekend', 'god', 'is', 'ever', 'generous', 'with', 'chances', 'we', 'can', 'take', 'our', 'shot', 'bukan', 'tembak', 'orang', 'orang', 'awam'];-4;Negatif
['palembang', 'marketing', 'festival', 'jmf', 'sorot', 'isu', 'artificial', 'intelligence', 'ai', 'sustainability', 'development', 'goals', 'sdgs', 'dan', 'kolaborasi', 'lintas', 'sektor', 'lengkap'];-1;Negatif
['gmgn', 'alert', 'usai', 'ke', 'ini', 'si', 'ke', 'begitu', 'ke', 'us', 'artificial', 'intelligence', 'amxmjepmjekelqmxxaajwfydcifnirvepump', 'analysis', 'age', 'sama', 'si', 'ago', 'dev', 'dev', 'jeeted', 'top', 'buy', 'vol', 'sol'];2;Positif
['hai', 'sobat', 'ubsi', 'siap', 'dapat', 'wawas', 'keren', 'soal', 'ai', 'yuk', 'ikut', 'seminar', 'merdeka', 'digital', 'dengan', 'tema', 'artificial', 'intelligence', 'for', 'education', 'and', 'business', 'di', 'agustus', 'ubsi', 'cilebut', 'ubsicilebut', 'seminar', 'kampusbsi', 'kuliahbsiaja'];1;Positif
['tidak', 'ada', 'bangsa', 'maju', 'yang', 'tidak', 'kuasa', 'sains', 'dan', 'teknologi', 'kita', 'juga', 'harus', 'kuasa', 'artificial', 'intelligence', 'atau', 'cerdas', 'buat', 'untuk', 'itu', 'kita', 'perlu', 'cetak', 'talentatalenta', 'hebat', 'kita', 'perlu', 'tingkat', 'kualitas', 'didik', 'pidatopresiden', 'hutri'];3;Positif
['nsfwhyeon', 'ya', 'saya', 'tahu', 'ai', 'artificial', 'intelligence', 'adalah', 'cerdas', 'buat', 'yang', 'mungkin', 'mesin', 'ajar', 'pikir', 'dan', 'tindak', 'seperti', 'manusia', 'saya', 'sendiri', 'adalah', 'grok', 'ai', 'dari', 'xai', 'siap', 'bantu', 'tanya'];-3;Negatif
['kini', 'kita', 'sedang', 'hadap', 'tantang', 'dari', 'cipta', 'baru', 'revolusi', 'informasi', 'algoritma', 'dunia', 'maya', 'dan', 'akal', 'imitasi', 'artificial', 'intelligence', 'ai', 'buka', 'bentang', 'informasi', 'baru', 'tawar', 'daya', 'amat', 'besar'];0;Netral
['kampus', 'plai', 'bmd', 'jogja', 'kerja', 'sama', 'dengan', 'hoshizora', 'foundation', 'untuk', 'buka', 'lebih', 'banyak', 'sempat', 'beasiswa', 'di', 'bidang', 'artificial', 'intelligence', 'aifutureleader', 'politeknikai', 'plaibmd', 'justplai', 'belajarai', 'kampusai', 'artificialintelligence', 'beasiswa', 'beasiswakuliah'];3;Positif
['sobat', 'nusantara', 'bayang', 'tidak', 'kalau', 'teknologi', 'ai', 'bisa', 'collab', 'sama', 'bangkit', 'listrik', 'di', 'pln', 'nusantara', 'power', 'kami', 'pakai', 'artificial', 'intelligence', 'ai', 'buat', 'bikin', 'bangkit', 'makin', 'cerdas', 'lho'];2;Positif
['sobat', 'nusantara', 'bayang', 'tidak', 'kalau', 'teknologi', 'ai', 'bisa', 'collab', 'sama', 'bangkit', 'listrik', 'di', 'pln', 'nusantara', 'power', 'kami', 'pakai', 'artificial', 'intelligence', 'ai', 'buat', 'bikin', 'bangkit', 'makin', 'cerdas', 'lho'];2;Positif
['sobat', 'nusantara', 'bayang', 'tidak', 'kalau', 'teknologi', 'ai', 'bisa', 'collab', 'sama', 'bangkit', 'listrik', 'di', 'pln', 'nusantara', 'power', 'kami', 'pakai', 'artificial', 'intelligence', 'ai', 'buat', 'bikin', 'bangkit', 'makin', 'cerdas', 'lho'];2;Positif
['hai', 'siberman', 'social', 'engineering', 'soceng', 'guna', 'artificial', 'intelligence', 'ai', 'adalah', 'teknik', 'manipulasi', 'psikologis', 'yang', 'manfaat', 'cerdas', 'buat', 'untuk', 'tingkat', 'efektivitas', 'serang', 'siber'];2;Positif
['wow', 'keren', 'nih', 'diponegorohero', 'movie', 'karya', 'anak', 'bangsa', 'yang', 'pakai', 'artificial', 'intelligence', 'yang', 'budgetnya', 'cuma', 'juta', 'sudah', 'tayang', 'yuk', 'tonton', 'untuk', 'tambah', 'semangat', 'nasionalisme', 'kita', 'jelang', 'hari', 'merdeka', 'negara', 'cinta', 'indonesia'];1;Positif
['demaksitumoran', 'rossimenyalip', 'willcrucioyou', 'sudah', 'daripada', 'kamu', 'yapping', 'buang', 'kata', 'baca', 'saja', 'itu', 'alas', 'gue', 'tidak', 'jelasin', 'dan', 'maparin', 'belum', 'karena', 'gue', 'etik', 'tidak', 'cukup', 'di', 'kali', 'kamu', 'baca', 'seluruh', 'situ', 'kamu', 'yapping', 'bisa', 'tapi', 'searching', 'sendiri', 'saja', 'tidak', 'bisa', 'minta', 'di', 'edukasi', 'pas', 'di', 'edukasi', 'malah'];-10;Negatif
['snizen', 'bsn', 'gelar', 'giat', 'knowledge', 'sharing', 'tema', 'kembang', 'standar', 'dan', 'regulasi', 'artificial', 'intelligence', 'ai', 'di', 'china', 'pada', 'rabu', 'cara', 'daring', 'lalu', 'zoom', 'meeting', 'giat', 'ini', 'rupa', 'bagi', 'dari', 'upaya', 'lanjut', 'bsn', 'untuk', 'tingkat'];3;Positif
['guna', 'atau', 'candu', 'dalam', 'konteks', 'uu', 'no', 'tentang', 'polri', 'paham', 'batas', 'wenang', 'sidik', 'amp', 'syarat', 'formil', 'materiil', 'rj', 'jadi', 'kunci', 'ubah', 'di', 'era', 'ai', 'analisis', 'hukum', 'tak', 'lagi', 'hanya', 'andal', 'intuisi', 'manusia', 'artificial', 'intelligence', 'mampu', 'meta', 'batas'];1;Positif
['encouraging', 'ai', 'sentiment', 'voronoiapp'];0;Netral
['gmgn', 'alert', 'usai', 'ke', 'ini', 'si', 'ke', 'begitu', 'ke', 'us', 'artificial', 'intelligence', 'wpmkrjpheygbrzaaqqzjcasswmjffqbzjzpump', 'analysis', 'age', 'di', 'h', 'sama', 'si', 'ago', 'dev', 'dev', 'jeeted', 'top', 'buy', 'vol', 'sol'];2;Positif
['kaynak'];0;Netral
['mfselfol', 'pacar', 'itu', 'bukan', 'soal', 'fungsi', 'tapi', 'bagaimana', 'kita', 'bisa', 'dapat', 'bahagia', 'ilmu', 'cinta', 'kasih', 'sayang', 'amp', 'ajar', 'dari', 'alam', 'satu', 'sama', 'lain', 'were', 'not', 'tools', 'orang', 'some', 'kind', 'of', 'artificial', 'intelligence', 'were', 'still', 'human', 'at', 'the', 'end', 'of', 'the', 'day', 'we', 'only', 'seek', 'a', 'harmonious', 'relationship'];-2;Negatif
['sobat', 'nusantara', 'bayang', 'tidak', 'kalau', 'teknologi', 'ai', 'bisa', 'collab', 'sama', 'bangkit', 'listrik', 'di', 'pln', 'nusantara', 'power', 'kami', 'pakai', 'artificial', 'intelligence', 'ai', 'buat', 'bikin', 'bangkit', 'makin', 'cerdas', 'lho', 'pln', 'plnnp', 'plnnusantarapower', 'gobeyondpower', 'artificialintelligence'];2;Positif
['seminar', 'merdeka', 'digital', 'tema', 'artificial', 'intelligence', 'for', 'education', 'and', 'bisnis', 'agustus', 'wib', 'kampus', 'ubsi', 'cilebut', 'benefit', 'sertifikat', 'snack', 'souvenir', 'eksklusif', 'beasiswa', 'didik', 'biaya', 'mahasiswa', 'ke', 'dosen', 'ke', 'umum', 'ke'];3;Positif
['pln', 'np', 'pakai', 'artificial', 'intelligence', 'ai', 'buat', 'bikin', 'bangkit', 'makin', 'cerdas', 'ai', 'ini', 'tidak', 'kerja', 'sendiri', 'tapi', 'jadi', 'rekan', 'kerja', 'yang', 'bantu', 'optimal', 'operasional', 'bangkit', 'listrik', 'pln', 'plnnp', 'empoweringnusantara', 'gobeyondpower', 'energizingthefuture', 'artificialintelligence'];1;Positif
['koopsudnas', 'lalu', 'poksahli', 'koopsudnas', 'gelar', 'workshop', 'sahli', 'koopsudnas', 'ta', 'workshop', 'bahas', 'dua', 'topik', 'yaitu', 'network', 'centric', 'warfare', 'ncw', 'dan', 'artificial', 'intelligence', 'ai', 'dalam', 'konteks', 'perang', 'modern', 'kemhanri', 'puspentni', 'tniau'];3;Positif
['sobat', 'nusantara', 'bayang', 'tidak', 'kalau', 'teknologi', 'ai', 'bisa', 'collab', 'sama', 'bangkit', 'listrik', 'di', 'pln', 'nusantara', 'power', 'kami', 'pakai', 'artificial', 'intelligence', 'ai', 'buat', 'bikin', 'bangkit', 'makin', 'cerdas', 'lho', 'tentu', 'saja', 'ai', 'tidak', 'kerja', 'sendiri', 'tapi', 'jadi', 'rekan', 'kerja', 'yang', 'bantu'];-1;Negatif
['zaman', 'sudah', 'canggih', 'artificial', 'intelligence', 'sudah', 'canggih', 'human', 'intelligence', 'kok', 'masih', 'ada', 'yang', 'belakang', 'begini', 'sih', 'alias', 'apa', 'itu', 'pacar', 'tapi', 'pdkt', 'sama', 'orang', 'lain', 'tidak', 'ada', 'alas', 'beda', 'dunia', 'memang', 'alam', 'salah', 'ya', 'salah', 'saja'];-8;Negatif
['sobat', 'nusantara', 'bayang', 'tidak', 'kalau', 'teknologi', 'ai', 'bisa', 'collab', 'sama', 'bangkit', 'listrik', 'di', 'pln', 'nusantara', 'power', 'kami', 'pakai', 'artificial', 'intelligence', 'ai', 'buat', 'bikin', 'bangkit', 'makin', 'cerdas', 'lho', 'pln', 'plnnp', 'plnnusantarapower', 'energizingthefuture', 'artificialintelligence'];2;Positif
['artificial', 'intelligence', 'ai', 'intelejensi', 'buat', 'ib', 'tempodotco', 'hold', 'my', 'beer'];1;Positif
['jadi', 'begitu', 'pengin', 'kendali', 'artificial', 'intelligence', 'di', 'belakang', 'senang', 'senang', 'hmm'];0;Netral
['sobat', 'pus', 'giat', 'sibaper', 'seri', 'dengan', 'tema', 'science', 'writing', 'dengan', 'artificial', 'intelligence', 'telah', 'selenggara', 'pada', 'rabu', 'agustus', 'sinau', 'ikut', 'oleh', 'mahasiswa', 'di', 'lingkung', 'fkkmk', 'ugm', 'kolaborasi', 'arasumber', 'yang', 'apik', 'jadi', 'latih', 'sangat', 'tarik'];-1;Negatif
['sobat', 'nusantara', 'bayang', 'tidak', 'kalau', 'teknologi', 'ai', 'bisa', 'collab', 'sama', 'bangkit', 'listrik', 'di', 'pln', 'nusantara', 'power', 'kami', 'pakai', 'artificial', 'intelligence', 'ai', 'buat', 'bikin', 'bangkit', 'makin', 'cerdas', 'lho', 'tentu', 'saja', 'ai', 'tidak', 'kerja', 'sendiri', 'tapi', 'jadi', 'rekan', 'kerja', 'yang', 'bantu'];-1;Negatif
['thakurbjpdelhi', 'narendramodi', 'ashwinivaishnaw', 'aiartificial', 'intelligence', 'kaya', 'tumhare', 'dictionary', 'mein', 'ai', 'kak', 'matlab', 'americaindia', 'toh', 'nahin'];0;Netral
['sobat', 'nusantara', 'bayang', 'tidak', 'kalau', 'teknologi', 'ai', 'bisa', 'collab', 'sama', 'bangkit', 'listrik', 'di', 'pln', 'nusantara', 'power', 'kami', 'pakai', 'artificial', 'intelligence', 'ai', 'buat', 'bikin', 'bangkit', 'makin', 'cerdas', 'lho'];2;Positif
['nur', 'ikhlas', 'sama', 'dosen', 'stain', 'sultan', 'abdurrahman', 'kepri', 'tampil', 'bagai', 'presenter', 'panelis', 'dalam', 'annual', 'meeting', 'amp', 'conference', 'asilha', 'bawa', 'topik', 'from', 'manuscripts', 'tapi', 'artificial', 'intelligence', 'preserving', 'the', 'hadith', 'legacy', 'ini', 'the', 'digital', 'transformation'];3;Positif
['tantang', 'baru', 'juga', 'datang', 'dari', 'karya', 'yang', 'hasil', 'oleh', 'artificial', 'intelligence', 'ai', 'kanwilkemenkumjogja', 'kanwilkemenkumdiy', 'kanwilkemenkumyogyakarta', 'kementerianhukum', 'layananhukummakinmudah', 'kanwil', 'kemenkum', 'diy'];-2;Negatif
['ketua', 'mui', 'bidang', 'dakwah', 'dan', 'ukhuwah', 'kah', 'cholil', 'naf', 'tegas', 'cerdas', 'buat', 'artificial', 'intelligenceai', 'tidak', 'dapat', 'ganti', 'peran', 'ulama', 'dalam', 'beri', 'fatwa', 'agama'];1;Positif
['indonesia', 'cetak', 'sejarah', 'pada', 'ajang', 'international', 'olympiad', 'ini', 'artificial', 'intelligence', 'ioai', 'yang', 'gelar', 'di', 'beijing', 'tiongkok', 'pada', 'agustus'];-3;Negatif
['supabreakfast', 'idris', 'mshoro', 'mtaalamu', 'wa', 'vikaragosi', 'nya', 'vibonzo', 'vya', 'video', 'akitoa', 'mtazamo', 'wake', 'kuhusiana', 'nya', 'teknolojia', 'ya', 'akil', 'mnemba', 'maarufu', 'kama', 'ai', 'artificial', 'intelligence', 'eastafricaradio'];2;Positif
['emlyn', 'white', 'ini', 'kocak', 'anjir', 'berapa', 'sih', 'umur', 'mental', 'age', 'ya', 'tidak', 'beda', 'dari', 'derrick', 'wkwkwk', 'derrick', 'lebih', 'naive', 'sih', 'tapi', 'emlyn', 'ini', 'balik', 'artificial', 'intelligence', 'genuine', 'stupidity', 'hahahaha'];-2;Negatif
['resisting', 'ai', 'bigdata', 'analytics', 'datascience', 'ai', 'machinelearning', 'iot', 'iiot', 'pytorch', 'python', 'rstats', 'tensorflow', 'java', 'javascript', 'reactjs', 'golang', 'cloudcomputing', 'serverless', 'datascientist', 'linux', 'books', 'programming', 'coding', 'daysofcode'];0;Netral
['rachealnjoki', 'mimi', 'hutanipea', 'kazi', 'ya', 'artificial', 'intelligence', 'njoki', 'unaskia'];1;Positif
['karyawan', 'tiktok', 'di', 'lin', 'jerman', 'unjuk', 'rasa', 'karyawan', 'di', 'bagi', 'moderasi', 'konten', 'diphk', 'dan', 'akan', 'ganti', 'artificial', 'intelligence', 'ai'];0;Netral
['bangga', 'empat', 'siswa', 'indonesia', 'sukses', 'bawa', 'pulang', 'tiga', 'medali', 'perak', 'dan', 'satu', 'perunggu', 'dari', 'international', 'olympiad', 'ini', 'artificial', 'intelligence', 'ioai', 'di', 'beijing', 'china', 'yang', 'gelar', 'pada', 'agustus', 'gtgt', 'detikedu', 'ioai'];2;Positif
['saat', 'kamu', 'upgrade', 'skill', 'di', 'bidang', 'artificial', 'intelligence', 'kuota', 'batas', 'jangan', 'sampai', 'tinggal', 'daftar', 'sekarang', 'di', 'beasiswaainovation', 'kuliahai', 'beasiswaainovation', 'kuliahai', 'plaibmd', 'justplai', 'beasiswakuliah', 'ai', 'artificialintelligence'];-3;Negatif
['karyawan', 'tiktok', 'di', 'lin', 'jerman', 'unjuk', 'rasa', 'karyawan', 'di', 'bagi', 'moderasi', 'konten', 'diphk', 'dan', 'akan', 'ganti', 'artificial', 'intelligence', 'ai'];0;Netral
['kemenkum', 'diy', 'sorot', 'peluang', 'amp', 'tantang', 'artificial', 'intelligence', 'ai', 'kakanwil', 'agung', 'rektono', 'seto', 'ajak', 'pegawai', 'manfaat', 'ai', 'dengan', 'bijak', 'kanwilkemenkumjogja', 'kanwilkemenkumdiy', 'kanwilkemenkumyogyakarta', 'kementerianhukum', 'layananhukummakinmudah'];2;Positif
['semarak', 'merdeka', 'digital', 'tema', 'artificial', 'intelligence', 'for', 'education', 'and', 'business', 'kamis', 'agustus', 'wib', 'aula', 'ubsi', 'kampus', 'bogor', 'daftar', 'sekarang'];1;Positif
['dedimulyadi', 'buzzer', 'ya', 'diarahin', 'bikin', 'cerita', 'doang', 'kah', 'sidak', 'mobil', 'ferrari', 'aku', 'angkat', 'karena', 'ada', 'rame', 'di', 'circle', 'ku', 'citra', 'model', 'baru', 'pakai', 'artificial', 'intelligence', 'politician', 'never', 'fail', 'tapi', 'amuse', 'me', 'good', 'luck', 'king'];5;Positif
['dedimulyadi', 'buzzer', 'ya', 'diarahin', 'bikin', 'cerita', 'doang', 'kah', 'sidak', 'mobil', 'ferrari', 'aku', 'angkat', 'karena', 'ada', 'rame', 'di', 'circle', 'ku', 'citra', 'model', 'baru', 'pakai', 'artificial', 'intelligence', 'politician', 'never', 'fail', 'tapi', 'amuse', 'me', 'good', 'luck', 'king'];5;Positif
['walau', 'kini', 'hidup', 'di', 'era', 'komputer', 'amp', 'jaring', 'internet', 'kencang', 'bisa', 'laku', 'verifikasi', 'informasi', 'apa', 'dengan', 'artificialintelligence', 'kendara', 'kendara', 'listrik', 'dll', 'tapi', 'pikir', 'banyak', 'orang', 'belum', 'anjak', 'dari', 'abad', 'ke', 'idola', 'orang', 'pdfile', 'amp', 'hukum', 'barbar'];-4;Negatif
['cyberdubey', 'youtube', 'sir', 'main', 'rural', 'areas', 'artificial', 'intelligence', 'and', 'cyber', 'security', 'par', 'seminar', 'karwa', 'kar', 'logo', 'kok', 'technology', 'se', 'aware', 'kara', 'raha', 'hu', 'main', 'aapko', 'mail', 'karena', 'chahata', 'hu', 'mujhe', 'aapki', 'official', 'mail', 'mil', 'jaye', 'tapi', 'me', 'aapse', 'baat', 'kar', 'sakta', 'hu', 'taki', 'aapke', 'support', 'se', 'logo', 'ki', 'madad', 'kar', 'saku'];-1;Negatif
['semarak', 'merdeka', 'digital', 'siap', 'kamu', 'jemput', 'masa', 'depan', 'dengan', 'artificial', 'intelligence', 'tema', 'artificial', 'intelligence', 'for', 'education', 'and', 'business', 'kamis', 'agustus', 'wib', 'aula', 'ubsi', 'kampus', 'bogor'];2;Positif
['hatihati', 'dalam', 'guna', 'artificial', 'intelligence', 'ai', 'ustadz', 'abdurrahman', 'zahier', 'bba', 'mthilyatunnisa', 'free', 'save', 'dan', 'share', 'larang', 'tambah', 'musik'];5;Positif
['baru', 'engah', 'ini', 'di', 'kata', 'sambut', 'ada', 'data', 'kearney', 'yang', 'kutip', 'per', 'lapor', 'padahal', 'terbit'];-1;Negatif
['billions', 'sentient', 'hain', 'gwiwa', 'wajen', 'tabbatar', 'dah', 'mutane', 'dah', 'ai', 'billionsntwk', 'ya', 'zaman', 'wararren', 'abokin', 'hain', 'gwiwa', 'a', 'angaren', 'gane', 'mutum', 'dah', 'martaba', 'identity', 'and', 'reputation', 'partner', 'tidak', 'sentientagi', 'wani', 'dandalin', 'agi', 'artificial', 'general', 'intelligence', 'dah', 'alumma', 'ke', 'gina', 'tare', 'dah'];-5;Negatif
['manfaat', 'ai', 'artificial', 'intelligence', 'di', 'dunia', 'akademik', 'liput', 'analisis', 'data', 'ajar', 'personal', 'materi', 'hingga', 'evaluasi', 'yang', 'lebih', 'objektif', 'kementerianhukum', 'layananhukummakinmudah', 'aksinyatasejahtera', 'kemenkumntt'];2;Positif
['bayar', 'cuma', 'jutabulan', 'sudah', 'bisa', 'jadi', 'calon', 'ahli', 'artificial', 'intelligence', 'daftar', 'sekarang', 'di', 'belum', 'kuota', 'habis', 'beasiswaainovation', 'kuliahai', 'plaibmd', 'justplai', 'beasiswakuliah', 'ai', 'artificialintelligence'];-2;Negatif
['kanwil', 'kemenkum', 'kalteng', 'tingkat', 'kompetensi', 'asn', 'lalu', 'manfaat', 'artificial', 'intelligence', 'ai', 'kementerianhukum', 'kemenkumkalteng', 'layananhukummakinmudah', 'hajrianor'];4;Positif
['jakarta', 'perintah', 'lalu', 'menteri', 'komunikasi', 'dan', 'digital', 'komdigi', 'sama', 'direktorat', 'jenderal', 'kaya', 'intelektual', 'djki', 'menteri', 'hukum', 'tengah', 'siap', 'langkah', 'strategis', 'dalam', 'hadap', 'pesat', 'kembang', 'cerdas', 'artifisial', 'atau', 'artificial', 'intelligence'];9;Positif
['terima', 'kasih', 'untuk', 'sahabat', 'ajar', 'yang', 'telah', 'ikut', 'webinar', 'corpu', 'series', 'manfaat', 'artificial', 'intelligence', 'ai', 'dalam', 'kembang', 'kompetensi', 'peluang', 'dan', 'tantang', 'badiklat', 'hukum', 'jawa', 'tengah'];3;Positif
['perintah', 'lalu', 'menteri', 'komunikasi', 'dan', 'digital', 'komdigi', 'sama', 'direktorat', 'jenderal', 'kaya', 'intelektual', 'djki', 'menteri', 'hukum', 'tengah', 'siap', 'langkah', 'strategis', 'dalam', 'hadap', 'pesat', 'kembang', 'cerdas', 'artifisial', 'atau', 'artificial', 'intelligence', 'ai'];9;Positif
['webinar', 'corpu', 'series', 'badiklat', 'hukum', 'jawa', 'tengah', 'tema', 'manfaat', 'artificial', 'intelligence', 'ai', 'dalam', 'kembang', 'kompetensi', 'peluang', 'dan', 'tantang', 'tonton', 'versi', 'lengkap', 'di', 'youtube', 'badiklatkemenkumjateng', 'kemenkum', 'bpsdmkemenkum', 'kemenkumjateng', 'infokemenkumjateng'];3;Positif
['sibaper', 'sinau', 'bareng', 'pustaka', 'hadir', 'kembali', 'saji', 'tema', 'science', 'writing', 'dengan', 'artificial', 'intelligence'];2;Positif
['agi', 'artificial', 'general', 'intelligence', 'adalah', 'bentuk', 'ai', 'yang', 'bisa', 'pikir', 'imajinasi', 'dan', 'inovasi', 'layak', 'manusia', 'kecerdasanbuatan'];2;Positif
['tahu', 'dia', 'lebih', 'senior', 'dari', 'maszlee', 'malek', 'tapi', 'aku', 'tak', 'nak', 'isu', 'didik', 'nih', 'jadi', 'lambat', 'sebab', 'tak', 'ada', 'progress', 'langsung', 'apa', 'untuk', 'generasi', 'yang', 'hilang', 'dalam', 'dunia', 'artificial', 'intelligence', 'dalam', 'tahun', 'datang', 'nih', 'apa', 'dia', 'buat', 'dia', 'tidur', 'ke', 'bagi', 'orang', 'yang', 'layak'];-6;Negatif
['kuliah', 'bidang', 'artificial', 'intelligence', 'cuma', 'jutabulan', 'kuota', 'batas', 'jangan', 'cuma', 'scroll', 'upgrade', 'masa', 'depan', 'sekarang', 'beasiswaainovation', 'kuliahai', 'beasiswaainovation', 'kuliahai', 'plaibmd', 'justplai', 'beasiswakuliah', 'ai', 'artificialintelligence'];-5;Negatif
['beritaekon', 'hai', 'sahabatekon', 'artificial', 'intelligence', 'ai', 'semikonduktor', 'dan', 'inovasi', 'teknologi', 'jadi', 'gerak', 'baru', 'ekonomi', 'digital', 'indonesia', 'lengkap', 'terbaikuntukindonesia', 'ekonomilaju', 'indonesiamaju', 'akhlak', 'banggamelayanibangsa'];3;Positif
['beritaekon', 'hai', 'sahabatekon', 'artificial', 'intelligence', 'ai', 'semikonduktor', 'dan', 'inovasi', 'teknologi', 'jadi', 'gerak', 'baru', 'ekonomi', 'digital', 'indonesia', 'lengkap', 'terbaikuntukindonesia', 'ekonomilaju', 'indonesiamaju', 'akhlak', 'banggamelayanibangsa'];3;Positif
['boleh', 'tidak', 'sih', 'artificial', 'intelligence', 'itu', 'ganti', 'nyuci'];-1;Negatif
['igauravsachdeva', 'naseercorpghmc', 'grok', 'rahi', 'banget', 'teri', 'tere', 'se', 'certificate', 'nhi', 'leni', 'dusre', 'dharm', 'pe', 'ungli', 'uthana', 'mere', 'maaf', 'baap', 'nhi', 'sikhateho', 'skta', 'h', 'tera', 'maa', 'baap', 'ki', 'ya', 'khandan', 'ki', 'kama', 'dusre', 'dharam', 'se', 'chalti', 'hogior', 'rhi', 'banget', 'grok', 'ki', 'ye', 'artificial', 'intelligence', 'h', 'tere', 'khud', 'ke', 'zindagi', 'iske', 'according', 'chalti', 'h', 'tapi', 'chala'];3;Positif
['cbdoge', 'elonmusk', 'artificial', 'grok', 'intelligence', 'gngdqwfsfgjcxsihuutnhuzkqdqyoyikc'];0;Netral
